user,item,label,reviews,review_emb1,review_emb2,review_emb3,review_emb4,review_emb5,review_emb6
11,3,5,The staff is very friendly and helpful The rooms are large and nicely furnished Feels new as if we were the first to stay there Actually it is more opulent than I require The free breakfast was good with sufficient choices including fresh fruit salad eggs bacon bagels and pastries and more It was a great location for our purpose More,2.3388793,1.6239974,-1.0242862,-0.15714996,-0.066349715,0.46266195
12,3,5,Very friendly staff great free breakfast items each morning room and facilities very clean staff superb We had a problem with the heating system in our room and they had someone fix it within minutes Would highly recommend this locationhotel,-3.3377597,-1.7516451,0.03715686,0.6295189,-0.8987357,0.7964621
13,3,5,Upon arriving I see modern yet elegant decor which is pleasing to the eye The front staff are very friendly The room was clean including details Im talking no dustno hair in bathroomshower or beds which I tend to find in other hotels Kudos to housekeeping Sheets were crispbeds were comfortable especially since this is a newer hotel Breakfast in More,7.992104,0.94096136,-0.11377524,-0.090164326,-0.3505139,0.19096029
14,3,5,This is a nice hotel with great staff I have young children and the entire staff from the front desk staff to the breakfast staff were there to help us This was our first visit to the Portland area and we plan to go back later this summer We will stay at this hotel when we return,-0.028059602,0.7776263,-1.9674882,0.9234371,0.299721,-0.40832573
15,3,5,Beautiful property and every staff member I encountered front desk housekeeping breakfast hosts and GM provided beyond excellent customer service Its also conveniently located near restaurants grocery stores starbucks and is a short drive to the freeways I will definitely be back,-3.0891044,-2.1500013,-1.0163553,0.22847942,0.520938,-0.5381023
16,4,4,Old hotel with many remaining architectural charms and most modern amenities The staff is exceptional friendly and very accommodating Has a little bit of the wear tear around the edges associated with an historic building but remarkably clean Passed the allergy test,-2.0081718,-1.9972417,-0.87762,-0.7626248,0.3126819,-0.035013482
17,4,5,Very comfortable room Our son came and they had a couch that they pulled out into a queen size bed Free wifi and bottled water This hotel was built back in the s and the decor is fabulous A very neat hotel,-3.6016557,0.8399726,-0.4087138,-0.02063444,1.19298,-0.25633404
18,4,3,Stayed here for second time recently Gorgeous lobby Friendly staff Good free shuttle service Our room this time was disappointing King bed in too small space so that one side did not even have a lamp Also the heatingcooling unit was right next to the bed and very noisy so we turned it off Luckily it was not needed Room More,-2.2137575,2.52455,0.53473157,-1.5752449,0.9147263,0.39580646
19,4,5,My husband and I always try to stay at the Hotel Phillips when we are in Kansas City It is our favorite hotel and we have stayed at many I feel at home there and the staff has always been exceptional although we are not particularly demanding guests Over the years we have probably spent at least  nights there More,-3.5507152,0.2449028,-0.4829528,1.2826675,-0.17587474,0.17428806
20,4,4,Just stayed one night but very happy Nice comfortable top floor room Staff could not have been more helpful Great location right by the Power Light district Be prepared to pay for valet parking Price of this was Offset though by free wine and cheese reception,-0.046118863,0.43300176,-0.58860666,-1.0753987,0.8773045,-0.35959274
21,5,5,Everything was sold out in State College for Garths concerts and the Inn came up as availablewhat an amazing find Ill be making the drive now each visit just to stay there The Inn is wonderfully decorated and I so enjoyed browsing all the books Breakfast was amazing each morning Thank you Stephanie and team,-1.5505481,0.693781,1.0373148,0.86051464,-1.330823,-1.0587169
22,6,5,I work here in Perry about  days out of the week The People here are very friendly and willing to make your stay better The hotel is great for my simple needs as Im away from home The rooms and hallways smell very clean each time I enter and leave I will continue my business here for sure,-2.7337408,-0.47125065,-0.32782432,-0.20115851,-0.28723344,-0.7146938
23,7,5,The hotel is just one of many that are on this new trend of firmer pillows and mattresses This is the third hotel I have stayed in the last few months that have had firmer vs softer mattresses in their rooms Aside from the bed The room was well appointed comfortable and really The bonus Those super plushy and comfy robes in the closet I miss a good hotel robe and this one had one Another little thing I loved was the spa water and coffee service in the lobby High quality coffee and the New York Times Count me in The maid service was friendly attentive and I even got a little note Would totally stay again,-0.6154722,1.3458763,-1.26498,0.9300073,-0.28050786,0.4201813
24,7,4,excellent location near convention center friendly willing staff not a true luxury hotel in terms of the room I received but a comfortable clean room I did not really need any more than that After all youre here to visit San Francisco not the hotel,0.5369236,1.2626303,-0.06674832,-1.0037674,-0.60888165,-0.8817983
25,7,5,Hotel Zelos was a great place to stay in San Francisco The staff is definitely the highlight of the hotel The hotel itself is great clean well decorated etc but the people who work there were very helpful and friendly The location is great being right next to the Powell BART station but the neighborhood is under construction This obviously is not the fault of the hotel and will not impact your stay We could not hear any of the construction but it makes it a little more difficult to get around Overall I definitely recommend Hotel Zelos,-4.735182,-0.71713686,-0.44127032,0.3104993,-0.117489934,0.41333127
26,7,3,Pros the location is awesome the room size is great the bathroom is nice also with a nice tub Bad the style and furniture starts to get really old no breakfast despite the high price the price is high nothing exeptionnal We were  people and so  reservations Unfortunately one was missing It was am so very bad surprise More,-6.021244,-1.9238178,0.96621716,-1.4862946,-0.09041886,1.053316
27,8,1,After getting the bait and switch I decided Id rather stay anywhere else Im sure I wasnt missing much as it looks like project style crack house apartments The front desk old middle eastern lady was extremely rude and up charged me  when I got there I travel and stay in hotels  days year and trust me this More,-2.6986842,-0.75166845,0.56989574,-0.43228278,-1.2233094,0.2697604
28,8,1,We had no choice but to stay here when a tornado hit the area and most of Vineland was without power They charged us  for one night would not accept my AAA card and after leaving we found out we had been charged for  cats which we do not own and for another person It was only my husband and More,0.2567804,0.53441167,0.30566517,0.97401464,-1.4786483,0.70244366
29,9,4,Hotel is in the perfect spot at the perfect price with the not so perfect view Expedia rep said that it was facing the water and in a way it was but at a  degree angel past the parking lot and a few other obstructions You have to stretch your neck at the furthest corner of the window to gain a peak But it was still good though The room sleeps like nobodys business Once your head hits the pillows its light out What I did not like was the front desk personnel They really did not like there job and it showed No eye contact no smiles no small talk and what really disturbed me was at check in when I was told to sign this thats how it was put I was like what is it Just sign  its nothing Sir What am I signing Oh if you have a party and smoke we can charge you eyes still on monitor Well sir Tell me that Next Came back later that night to get snacks out of the cupboard Over priced but I expected that but the person at the front desk was lifeless and did not not even give me a total She just says Its charged to your room and kept staring at her monitoragain the monitor WOW But what makes up for some of the small inconsistencies is that fact that the water is in walking distance The Ferris wheel is right there and Gaylord Hotel is right across the street Good energy in the area and great spots to eatRedstone  Cant wait to visit again Thanks for the snacks,-1.9335463,4.422598,2.5289903,0.5671809,-1.3470943,-0.3526997
29,9,5,Excellent experience Will come again and book stay in the future,-6.8380656,-3.7029924,0.5861952,1.770119,0.42781067,-0.033226445
29,9,2,heat in room did not work properly tv remote was broken excessive noise,-8.599923,-4.3564644,1.6029551,1.305489,1.1062479,1.0181559
30,9,5,Even though we were having problems ie Feather allergy Flat tire key not workingthe front desk personell were always gracious and helpful,0.16982065,-0.68490714,1.5687385,-1.1486682,-0.60514027,-1.0232667
29,9,4,Brand new hotel in brand new retail area on the water Easy to access off the beltway Friendly staff clean rooms comfortable beds Only complaint is that the full offering of the Hampton Inn breakfast was not available at the two times we came down at am and am on a Saturday The food at am had been in the bin too long Still more choices than the continental breakfast at other places including makeyouown waffles and yummy egg burritos The fee for parking in the community garage was free with room key and even included a convenient room key drop upon final exit Pool but no hot tub,3.7779636,2.020199,0.055889275,0.3401768,-0.8532139,-0.36033544
31,9,5,It was a great stay,4.8000717,-3.8765109,-0.033639684,0.45306727,0.36879918,-0.4393872
29,9,4,My sister came into town so we decided to go to The National Harbor for a night Checking in the hotel staff was very pleasant Parking is in a garage behind the hotel for  Our room was clean with nice views The bed was very comfortable We were able to walk comfortably to the harbor and sightsee There are also restaurants and bars within walking distance Breakfast was great with canadian bacon and sausage patty meat options There was also a waffle station eggs potatoes fruit yogurt cereal muffins and other pastries Checkout was a breeze and the front desk staff again was very pleasant I very much enjoyed my stay and I will definitely return,2.2686098,2.4730453,-1.946709,1.017183,0.6275134,-0.79431397
29,9,5,Free breakfast Attentive staff Fantastic location,-3.3998942,-5.3423233,0.9682641,0.3535578,-0.23677962,-0.42997798
32,9,5,Excellent experience Due to a mixup on my part with the online travel service it was set up as a king rather than two queen beds for two guys I immediately called at the time and Hampton said they would make a note that a room with two queens was needed When i got there they did not have a queen room so they put me up in another king room and my buddy stayed in the original room at NO additional expense and I moved to a queen room the next day That is awesome customeroriented service,-5.0026655,-0.76940584,0.31035477,1.0201998,-0.6353374,0.29010943
29,9,5,The room was really big and clean The staff was great The hotel offers free breakfast that was really good  not the usual crappy free breakfast The only thing I did not like about the room was that the air conditioner was regulated a motion sensor We happened to be staying here on one of the hottest days of the year The unit only stays on if the motion censor registers a person being in the room Upon arriving the room was hot It took about  mins for it to cool off Also the AC cut off during the night when we fell asleep No movement I woke up in a pool of sweat and had to get up a walk around periodically to keep the AC going That really sucked,-1.6470122,0.4085064,-1.1676503,0.61646664,0.05283723,-0.14040303
29,9,4,THE LOCATION OF THE HOTEL WAS OUTSTANDING BUT THERE IS AND ADDITIONAL COST FOR PARKING JUST KEEP THAT IN MIND  IF YOU PAY FOR PARKING AT THE TIME YOU CHECK  IN BE SURE TO HAVE IT OUT BEFORE  PM THE NEXT DAY,0.31319478,-1.5283024,-1.4744022,1.0117856,-0.35270432,-0.44030738
29,9,4,was too quick but very nice area,0.22889823,-5.573731,0.63730305,-0.6432004,-0.4447717,-0.13006413
29,9,4,clean good area very kind crew easy to park,1.4465028,-4.7137337,-0.93570065,-0.57496446,0.46497133,-0.2737393
29,9,4,We had a great overnight trip to the National Harbor near DC All of the sites and entertainment were within walking distance,0.96399796,-1.5190746,-1.0859174,0.03349195,-0.68321866,0.0933335
33,9,5,I loved my stay VIP service all the way I did not want to leave I can honestly say I will visit again I give it  stars,-2.7853506,-3.8135598,-0.7195584,-0.040092032,-0.06866326,-0.045240525
34,9,5,The only problem I have was their sensorize INNCOM thermostat for air conditioning unit to startup If there are not movement inside the room it will not kick in sucks the trick is you have to keep moving while sleeping to keep the AC running LOL,-2.1840827,0.07614629,0.52198446,-0.10275134,-0.76494426,0.380223
35,9,5,Convenient and comfortable Staff is great breakfast and WiFi is a bonus,-2.0386615,-2.2956266,-0.7009141,0.5350011,-0.075876065,0.17491975
29,9,3,I was really disappointed with the TV service Very few channels and poor quality,-3.3856418,-1.9575318,0.33359823,0.31013265,-0.79038346,1.3095891
36,9,5,Awesome Overall,-3.179122,-5.7904816,0.9028735,-0.39292097,0.63022274,-0.6980017
3,9,5,Better with more extras like breakfast Preferred place to sleep for conference,7.9992447,-4.7579165,1.1742837,-0.2384905,0.91145724,-0.29843542
29,9,4,Very good experience Staff was great Enjoyed my times especially after my previous fiasco at that other hotel,9.582135,-0.95770866,1.4132255,-0.10818189,-0.44007403,-0.16550763
37,9,5,The hotel is located near all the attractions on the Harbor We were provided more than we expected There was parking right across the street restaurants within  minute walking distance and most of all hot and cold continental breakfast in the morning and hot coffee and tea available all day in the lobby The rooms were very comfortable I slept just like I was at home Oh I can not forget the staff they were on their job with an attitude of excellence,-0.17047417,0.25650594,-0.90497774,0.4214767,-0.20983592,0.40395722
29,9,5,Repeat trip to this hotel for national conference attendance Provides a quality stay business center kept me in touch and great value for limited travel budget,-1.6096071,-2.2442117,-0.72864115,0.38219762,-0.027901579,-0.53485686
29,9,5,I can not comment on the breakfast because we slept through it but everything else was excellent I dont know why anyone would pay twice the price to stay at the Gaylord  stars all the way,-2.58523,-1.2712823,0.41636267,-0.017389445,-1.572073,-0.00079752004
38,9,5,Our room was a bit small There was no microwave in the room Location was more for couples than for family The room itself And service were excellent,-4.1426916,-1.2480129,0.040895145,-0.28915724,0.29863816,0.4743939
29,9,5,This hotel is a peach The staff are friendly the hot breakfast filling and the rooms are immaculate This should be a poster child for how to run a hotel,-1.7081962,-2.9479947,-1.4145021,0.07560445,-0.28269324,0.554573
39,9,5,Hampton Inn never disappoints Always an affordable clean hotel with attentive and friendly staff The breakfast is always a plus too Also the National Harbor is a nice area full of shops and dining choices and seems to be a family friendly hangout destination for locals,-5.362816,-0.29252324,-0.050077256,1.2319859,0.7190617,-0.10296184
29,9,4,I stayed here with some friends for a convention It was a good room and the free breakfast was nice,4.7993965,0.7385881,-0.5741182,-1.1225122,0.4515852,0.12759386
29,9,5,The hotel offers comfortable somewhat elegant rooms but I suppose I was more impressed with the personnel and the warmth you get interacting with them But for my phone call bills which seemed a bit high my stay overall was great,0.33672556,0.045042604,-1.2179242,-0.37819603,-0.5304554,0.41818574
40,9,5,We were there for  nights and used it as a staging area for sightseeing in DC and Baltimore Its a nice new hotel with reasonable rates The staff was great with our kids who had a blast at the pool and the  snack bar The continental breakfast was great but they should consider expanding their hours or at least allowing guests to finish the food that is out at  because every morning the food was taken away promptly at  even though the area was packed with guests still trying to get breakfast Parking was day and right across the street which is quite reasonable for the DC area,7.225494,3.5580933,0.5658686,0.25614387,0.21189368,-0.097986154
41,9,4,Reasonable rates with free breakfast and right in front of Gaylord National Resort worked for me very well The rooms have good size bathrooms and the air conditioning in the rooms was excellent Parking is  per day and that is why I did not give it  stars However at National Harbor  is not bad especially when Gaylord charges double of it per day,-2.3309753,-0.15346274,-0.47704485,-0.16232699,-0.60886866,0.5650526
42,10,5,We hosted our annual Client Event at The Grand Del Mar and it was excellent The service property rooms restaurants and GOLF absolutely magnificent Our conference managers were a gem great service Thank you for making an important event run so smoothly,-3.3550198,0.34407118,0.37934378,-0.073077336,0.49328005,-0.94545794
43,10,5,We enjoyed every minute of our stay in this breathtaking luxurious resort The hotel is well kept and boasts caring and attending staff that do their best to make your stay memorable The hotel offers great rooms amenities and activities for all ages I fell and fractured my hand on the last day of our stay off property and the More,2.2520921,1.3056232,-0.94859725,0.775427,-0.8239883,-0.61373794
44,10,5,We arrived here very tired after  hours of travel and airports and from the moment we arrived we felt like royalty We dined a Amaya multiple times please see separate review The room was stunning and more than we could ever expect nothing was to little for the staff and they all seemed genuinely friendly even down to the More,5.1712813,0.08678974,-0.47255757,-0.49932224,-0.98955643,0.5112273
45,10,5,Stayed here for Thanksgiving and had the best experience Before we arrived they asked my three year old little boys name and when we arrived they had the most adorable kids travel pillow and personalized cookie waiting for him They had childrens games on the lawn right outside our bottom floor room  and he had his face painted for More,0.6208401,2.3593957,0.6194805,0.56632507,-0.7105592,0.402166
46,10,5,This exquisite property located in the penasquitos canyon of North County is a spectacular retreat In a setting resembling a Mediterranean villa the hotel is truly grand with spacious rooms several dining options and cozy sitting areas to relax and soak up the well appointed spaces and beautifully manicured grounds The resort amenities include golf tennis heated pools and a More,6.951527,0.29692662,-0.9990999,0.36694297,-0.070367716,-0.1166279
47,10,5,Five of the last six years our company has hosted our annual meeting at the Grand Del Mar and we regret not having it six out of six years The GdM may be the top place to stay in the US thus my recommendation is in the title of the review The GdM is not inexpensive but it is worth More,-0.5541916,-0.42335352,-0.4675972,0.035718605,0.08524799,-0.27441257
48,10,4,We drove down for a weekend getaway and to celebrate a special birthday Our infant son accompanied us The room was nice but the bathroom was fabulous We appreciated the separate large shower from the tub and the private toilet I was not as much of a fan of the closet being inside the bathroom as it was a trip to More,4.866379,1.3966283,-1.5752114,-0.71587133,0.05428811,0.119152315
49,10,5,This resort is GORGEOUS Check in was perfect our room wasnt ready we were there early so they took my phone number while we had drinks by the pool and in  mins or so our room was ready The next day we had spa appts and the receptionist heard it was our honeymoon trip so after our massages we More,-4.3049045,1.2274542,0.89656234,0.67710674,-0.69208527,0.45719826
50,10,5,The resort and staff are wonderful The hotel is very nice and the groups are beautiful The location is secluded so you need a rental car or to book the house car in advance The concierge staff has not been to most of the spots so use trip advisor to help find the right places,-5.0973616,-1.1631405,-0.9168929,0.584747,0.27580962,0.6360126
51,10,4,This is a very very very good hotel My expectations were high because of the reviews I had read and it did not quite meet my expectations I know Im knitpicking but while the abundance of fresh flower petals in my room were very nice I would gladly have traded them for a room service breakfast with hot coffee hot ham More,-3.5325465,0.7926752,0.45154572,0.3776263,-0.8180044,0.039611384
52,10,5,Expensive Yes Service Above the norm Nickel and dime you on the small stuff Nope one of my pet peeves if you are going to stay at a hotel of this caliber This property gives you  star service Forgot your work out clothes Let the staff know your size Need some feminine products be there in  minutes The More,-1.425601,-1.2701455,-1.2295153,-0.13856284,0.41080597,-0.28189185
53,10,5,If you do not mind staying out of town the Fairmont Grand Del Mar is a top quality choice for San Diego located about  minutes north of the airport It is a large traditional colonial property with a beautiful golf course on the west side of the grounds ample parking equestrian facilities and a good spa which has the best More,5.248831,1.9080089,-1.5023963,1.0771751,0.65978086,-0.01138974
54,10,5,This property is absolutely pristine The grounds are perfectly maintained the rooms are luxurious with exquisite detail and the hotel in general is just a site to see The location is great if you want to be away from the city and in a quiet area with gorgeous views of the hills but close enough to to drive to Del More,0.74452317,-0.24805728,-2.0246737,-0.2100206,-0.10325651,0.35293192
55,10,5,I love The Grand Del Mar in Del Mar California This might have been my th time there It is the only hotel in the area that i will stay at It is truly a  star property The staff is professional and very attentive The rooms are very spacious with marble bathrooms and separate shower and soaking tub The More,-1.2569623,1.2940772,-0.9812207,0.47937363,0.022656294,-0.32126093
56,10,5,We had a wonderful stay at the Fairmont This is an excellent hotel with great attention to detail including hotel grounds architecture amenities and staff Service is first class and natural you are made to feel very welcome Great looking golf course and plenty of other activities to enjoy such as walking the pool tennis Or just relax in the More,2.5820394,-0.53448874,-2.8640933,0.76898277,0.46769366,0.37008256
57,10,5,To date this takes the prize It did not overwhelm me but I was over the four days I stayed consistently well served and impressed at the degree of detail that was maintained in every aspect of the experience In the same way that the hotel service was a consistently delivered high degree of service without being over the top More,-1.0247874,-1.1372044,0.103644714,-0.6345717,-1.0369936,0.48715857
58,11,4,Its a great place to stay and leave a car if you are flying out The courtesy shuttle takes  minutes to get to OHare,1.3627949,-3.1374433,0.062378664,-0.009881642,-1.1130266,-0.005902814
59,11,5,Give Robert a raise We were trying to catch a flight from OHare to ATL early in the morning and my girlfriend forgot her phone in the room Luckily we called and he managed to get the phone as we made our way back on the provided shuttle bus Orlando the shuttle driver was quick to pull us into our More,5.896898,-0.7467605,-0.5361667,-0.24277972,-1.5576735,0.1638828
60,11,3,Average hotel for decent price It was balanced Housekeeping did leave our door only ajar after cleaning one day Arrrggghhhh Nothing was missing,0.39540416,-2.467498,0.12402885,-0.96832395,-0.68378466,-0.13697231
61,11,3,The room key did not work i to go to lobby  times no parking under heavy construction noise the staff very incompetent I will not come back to this hotel,-2.155471,-3.0845723,0.19700375,-0.45613235,-1.0074805,-0.16867247
62,12,5,We Had the best time ever r r What a ball we had at Clarion Resort Waterpark r r The place was large enough to have plenty of rides but small enough to walk comfortably r r The entire facility is NEW and all the rooms are well,3.6350043,3.1252992,0.50183225,-1.1054181,0.36405373,-1.2609879
63,13,5,Awesome hotel Virgin really took the time to figure out all things at are frustrating about staying in a hotel and fixed them  kudos The hotel will become a regular haunt in the future From free wifi free cocktails a mini bar youre not terrified to touch not to mention the no check out time they really are way ahead of the rest Oh by the way did I mention the really cool room Awesome Highly recommend the hotel From young teens to my parents in their s the hotel met our every need,-1.292801,-1.0998496,-1.3187133,1.3438205,-0.4899432,-0.29381108
64,13,4,Bad The bed was not that comfy which was surprising given all of the other amazing details Sheets were roughstiff not cozy Could be easily fixed though Good This was by far one of the best hotel experiences Ive ever had Checkin and checkout was super fast staff was phenomenal and the room was very intuitively setup with thoughtful details technology It was clear that Virgin is not just a typical hotel The chamber setup of the room allowed for privacy comfort even in a relatively small space Snacks minibar had  prices Everything was super clean well serviced and wonderful In short STAY HERE,-2.2157214,4.02898,1.5572848,-0.71354806,0.13723722,-0.5470649
65,13,4,Bad Noisy in lower floors but not at all at higher ones Good Very comfy beds great lobbybathroom,-2.2317495,-3.8790464,1.0627657,0.003379394,-0.8711504,0.42067796
66,13,4,Good Staff went out of their way after checkout to locate an item I had left in the room The room had already been cleaned and the staff got the item back to me as quickly as possible Roof top bar was beautiful,-0.72934467,-1.088117,-0.74745786,-1.853707,0.6466831,-0.1264785
67,13,4,Bad A little bit of noise from the L down below but then again that is part of the character of the city Good Overall cleanliness new feel friendly efficient staff great happy hour Excellent location,-0.2534299,-3.1821566,-0.52594274,0.50688714,-1.1923262,0.30805573
24,13,3,Bad The room rate was terrible we had a Bookingcom rate that was not honoured it soured the stay and was a big difference We to date have no explanation Good Location,-3.1780872,-2.658156,-0.63225573,0.12101301,-0.368801,0.5336496
68,13,4,Bad Had a couple of glitches getting the room serviced but otherwise very friendly and helpful staff Good Great location Nice rooms with exceptionally comfortable bed,1.5098224,1.028324,0.0032346193,-0.2567239,0.30397475,-0.018424824
65,13,5,Good A fun place to stay with great staff and lots going on in and around the hotel,-0.2978315,-1.8881108,-0.14287527,-0.70599043,-0.14564751,-0.18809974
65,13,4,Would be nice if the duvet were in a duvet cover as I just get tangled between the flat sheets and the comforter Gym could really do with some more variety in terms of machinery  Its impossible to do much leg work as there is no squat rack with a bar  or even a smith machine which has multiple purposes Super helpful staff   very accommodating of my unusual hours Room service menu is amazing Views are amazing Cerise Bar on the roof is epic and the bartenders are amazing I will be coming back and SOON,4.7362695,0.29952452,-1.5085183,0.46882623,0.22651152,-0.58640623
69,13,5,Bad The hotel is next to train tracks so there is some noise from that pretty often but its really not so bad and you kind of have to expect some noise when youre staying at a hotel thats literally in the middle of the city Good Very tech friendly as the hotel has its own smartphone app which allows you to order room service and control the thermostat among other things The staff is very friendly and accommodating The room is designed very well Also the price of the mini bar items are actually reasonable,-5.0125203,4.0464997,3.121416,-0.9494022,0.5255281,0.45708004
70,13,5,Bad Loved everything about Virgin Hotel Good First and foremost the staff  just wonderful Friendly and very patient with all the enquiries we made And we were there for the historic parade to celebrate the Chicago Cubs World Series win and the icing on the cake was another historic win  Ireland beating the All Blacks after  years,-5.140385,0.94613546,1.214194,0.49971992,0.2120613,-0.18706815
71,13,5,Bad A little sticker shock with night valet parking but I had not done my research for cheaper options so not a big deal Good Super hip and definitely a young techy vibe but everyone was friendly and helpful Room was as described and very spacious for the location and price Even though it is right at the corner of the L Tracks sound was not a problem Exactly what was needed,-0.9081619,0.71506476,-0.3756865,-2.6857655,0.59212244,0.40561765
72,13,5,Bad Everything was great Good Superior experience Loved everything about this hotel Very comfortable well thought out and fun arrangement of the room great shower and products good restaurants wonderful roof bar Looking forward to the next visit,-4.5626764,-1.4040937,-0.26783824,0.49919727,-0.022682462,-0.023705423
65,13,4,Bad We were on the th floor and slept really well but could hear the metro Earplugs are supplied which were useful to my husband There were two tvs in our one bedroom suite but only one remote control  odd when we wanted to watch two different shows Good Absolutely perfect location in Chicago within one block of the metro walking distance to most of the top areas to visit and very good restaurants Very comfortable room and bed neat layout for the closet and vanity wonderful shower cool design features Vespa chair red fridge furniture,1.0451158,3.768317,1.1286881,-0.724999,0.42978343,-0.9438513
73,13,4,Bad Intermittent barking dog Good Spacious suite recommend end room on high floor,4.896817,-4.476046,1.161853,-0.035821065,-0.012755591,-0.35239127
71,13,5,Good The suite was very well apointed plenty of room for an inroom breakfast the bed and bedding were very nice The staff couldnt be nicer We had a great night on the rooftop deck we never left the propertysmall plates a DJ and wonderful views Ill be back,-3.5688486,-1.5716217,0.36781028,-0.3594639,-0.5624542,-0.6873412
74,13,4,Bad A very minor quibble only one side of the bed had a nightstand Good Room design was well thought out and executed making an averagesized space especially userfriendly for a couple Also the room had more power outlets than Ive ever seen in a hotel room Staff was helpful and friendly secondfloor bar was very nice,-2.7521226,3.6687686,2.7964406,-2.0368998,0.23005259,-1.2521679
75,13,5,Bad The view Good Everything,5.2725444,-5.459602,2.0464551,-0.3586449,0.38253307,-1.0618124
76,13,5,Beds were very comfortable room amenities perfect Enjoyed the lobby level coffee shop roof top bar and happy hour on the nd level every evening A great bonus,4.101589,-1.7717803,-0.4315441,0.42543173,0.16898434,-0.32960978
77,14,4,Bad Timing seemed to be off Had to wait a very long time for breakfast longer than people who had come in after us Had to wait a very long time for the valet to bring our car seemed to be some kind of communication issue They were nice about it and so were we but it seemed to be a theme which was a bit of a disappointment Good Nicely appointed room great location,-3.8445294,-0.51345855,-0.52494574,-0.75816303,0.87708884,0.007285113
78,14,4,Good I loved the quirkiness and style of the hotel The staff were so friendly and accommodating The drinks at the bar were top notch and the price for the location was unbeatable And the bed the bed was perfect I slept like a baby,-0.7074754,-2.9002,-1.7645347,-0.12662822,0.5927364,-0.41914684
79,14,4,Bad I was supposed to get a room with two beds and ended up with a room with one full bed for me and my husbandit was very small,0.8190594,-0.09640409,0.35912934,-2.0180793,-0.53904825,0.06539054
80,14,2,Staff were not helpful and no one tried to come and clean our room on several nights Rooms were very small Good location,-6.174342,-1.8870738,0.6840532,-0.092704274,0.4664377,0.9986569
81,14,3,Bad Cost of the valet Good Location to the garden,-2.9490464,-4.621126,1.1821691,-0.99386513,-0.362526,-0.19666836
82,14,4,Bad Valet parking is expensive Room was a bit small Good Very pleasant experience The room was good clean and had a rich minibar Very nice barrestaurantbreakfast accomodation Personell we were helped by luckas was extraordinary kind and helpful,-4.252265,0.93540764,2.554235,-1.279909,-0.23683606,-0.41547424
83,14,5,Good Beautiful rooms and amenities  Loccitane products The restaurant Finch great food and amazing bar Loved the Boxer,-6.6206465,-3.4458902,1.1954823,0.833532,-0.318715,0.15936121
84,14,5,Great location Extremely comfortable bed and pillows Wonderful friendly staff,-6.749908,-4.141571,0.5708027,1.108862,0.20007767,0.70501804
